chr14	18070001	106360585
chr15	18260001	19663478
chr15	19763479	20097557
chr15	20197558	21066294
chr15	21116295	24687593
chr15	24731594	25169606
chr15	25270607	26378746
chr15	26478747	26896735
chr15	26996736	80616700
chr15	80676701	82775477
chr15	82835478	96345672
chr15	96367673	100338915
chr16	1	178082
chr16	178085	8576922
chr16	8594423	33930651
chr16	34030652	35143302
chr16	44943303	86946884
chr16	86966885	88822254
chr17	1	296854
chr17	343377	21507209
chr17	21607210	22187133
chr17	22287134	31699961
chr17	31799962	33429230
chr17	33529231	38601721
chr17	38701722	63495323
chr17	63585324	75058056
chr17	75211057	77314182
chr17	77379183	78654742
chr18	1	15400898
chr18	16764897	50313134
chr18	50360135	70434333
chr18	70462334	73850808
chr18	73872809	76117153
chr19	11001	7297004
chr19	7302005	8593198
chr19	8598199	24423622
chr19	32423623	63806651
chr2	1	1254071
chr2	1255072	3507187
chr2	3557188	4983316
chr2	5083317	16171403
chr2	16221404	21012571
chr2	21037572	31559054
chr2	31559056	31579443
chr2	31580295	31670331
chr2	31670333	31670358
chr2	31670360	31670362
chr2	31670364	32945701
chr2	32946702	32995196
chr2	32996197	89411551
chr2	89561552	89958830
chr2	90958831	91689898
chr2	94689899	97284347
chr2	97296848	109470304
chr2	109612305	110348650
chr2	110498651	110858548
chr2	111008549	149398828
chr2	149498829	233711985
chr2	233731986	239420971
chr2	239453972	239466915
chr2	239496916	240449069
chr2	240474070	242751149
chr20	8001	26267569
chr20	28033231	28267569
chr20	29267570	34360499
chr20	34380500	60524832
chr20	60551883	60623814
chr20	60733815	62435964
chr21	9719768	10210000
chr21	13260001	32078906
chr21	32078927	32079250
chr21	32079261	39207814
chr21	39207825	41877429
chr21	41878629	42099897
chr21	42100398	42122411
chr21	42123744	42908963
chr21	42908974	43505733
chr21	43507093	43712468
chr21	43712479	46944323
chr22	14430001	15077850
chr22	15227851	17558139
chr22	17558141	17558159
chr22	17558161	17558161
chr22	17558165	17558165
chr22	17558168	17558168
chr22	17558170	17558263
chr22	17558265	17558267
chr22	17558269	17558273
chr22	17558275	17558283
chr22	17558285	17558310
chr22	17558312	17558314
chr22	17558316	17559518
chr22	17559520	17573925
chr22	17573927	17580634
chr22	17580636	17580640
chr22	17580642	17585396
chr22	17585398	17585400
chr22	17585402	17585448
chr22	17585450	18889431
chr22	18939432	42215733
chr22	42227734	43057958
chr22	43107959	47356150
chr22	47366251	48750436
chr22	48767137	49087576
chr22	49089177	49107103
chr22	49126804	49591432
chr3	35001	60079808
chr3	60079810	60165103
chr3	60165105	66115833
chr3	66375834	90587544
chr3	94987545	195517797
chr3	195537798	196837663
chr3	196864664	199446827
chr4	1	1413146
chr4	1464147	3883456
chr4	3963457	8783740
chr4	8933741	31421166
chr4	31492167	32468752
chr4	32527753	39972791
chr4	39992792	49033698
chr4	49183699	49354874
chr4	52354875	59429326
chr4	59479327	69275441
chr4	69375442	71536854
chr4	71711855	75641303
chr4	75671304	167795054
chr4	167825055	191263063
chr5	63001	46441398
chr5	49441399	91671884
chr5	91711885	97589886
chr5	97612887	138812257
chr5	138817258	155118920
chr5	155123021	180837866
chr6	5001	9199728
chr6	9249729	58195618
chr6	58245619	58888125
chr6	61938126	62186548
chr6	62236549	95737264
chr6	95937265	115646435
chr6	115646437	157582649
chr6	157632650	167766922
chr6	167784923	170021897
chr6	170171898	170896992
chr7	34001	327567
chr7	477568	48167949
chr7	48207950	50338125
chr7	50378126	56955418
chr7	57005419	58058273
chr7	61058274	61314455
chr7	61364456	61554592
chr7	61604593	74353660
chr7	74603661	139029917
chr7	139054918	153901567
chr7	154001568	154737899
chr7	154817900	158821424
chr8	1	7462059
chr8	7562060	12099352
chr8	12199353	21664232
chr8	21681633	29732668
chr8	29798769	43958052
chr8	46958053	48249201
chr8	48309202	86069241
chr8	86193342	86763703
chr8	86851004	144006276
chr8	144106277	145396296
chr8	145403397	146274826
chr9	1	39653686
chr9	39703687	39964796
chr9	40014797	40223029
chr9	40273030	40415834
chr9	40465835	40930341
chr9	40980342	41133214
chr9	41183215	41355793
chr9	41405794	42603951
chr9	42653952	43203694
chr9	43253695	43886565
chr9	43936566	44616642
chr9	44666643	44848289
chr9	44898290	45190199
chr9	45240200	45705517
chr9	45755518	46106426
chr9	46156427	46351035
chr9	46401036	46899953
chr9	46949954	47107499
chr9	65207500	65658180
chr9	65708181	65932035
chr9	65982036	66144476
chr9	66194477	66354015
chr9	66404016	66603163
chr9	66653164	66847654
chr9	66897655	67056116
chr9	67106117	67577818
chr9	67627819	68004001
chr9	68054002	68228766
chr9	68278767	68568205
chr9	68618206	69300362
chr9	69350363	69508549
chr9	69558550	69746355
chr9	69796356	69975288
chr9	70025289	91533236
chr9	91583237	91668616
chr9	91718617	132112881
chr9	132212882	136031014
chr9	136231015	138306818
chr9	138336819	140273252
chrX	1	34821
chrX	84822	171384
chrX	201385	967557
chrX	1017558	1054113
chrX	1104114	1184234
chrX	1274235	2028238
chrX	2128239	37008177
chrX	37033178	49129941
chrX	49179942	49860913
chrX	50040914	52412639
chrX	52462640	58598737
chrX	61598738	76570348
chrX	76590349	113403924
chrX	113473925	115596318
chrX	115616319	143335010
chrX	143365011	148792720
chrX	148832721	154913754
chrY	1	34821
chrY	84822	171384
chrY	201385	967557
chrY	1017558	1054113
chrY	1104114	1184234
chrY	1274235	2028238
chrY	2128239	8974955
chrY	9024956	9301322
chrY	9901323	10714553
chrY	11214554	11253954
chrY	11653955	12208578
chrY	12308579	22310816
chrY	22360817	27228749
chrY	57228750	57327044
chrY	57377045	57772954
